PHRASE,TOTAL,aljazeera,alternet,americanconservative,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,opednews,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,time,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,TOPIC,HKG,CHN,RUS,MYANMAR,INDIA,OTHER,bias_score,calculated_bias
the people,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,4.38e-13,0,0.0,0.0,,,,,,,,,Neutral
the police,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,4.01e-13,0,0.0,0.0,,,,,,,,,Neutral
the protests,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,5.61e-13,0,0.0,0.0,,,,,,,,,Neutral
the region,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,4.09e-13,0,0.0,0.0,,,,,,,,,Neutral
the report,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,3.91e-13,0,0.0,0.0,,,,,,,,,Neutral
the rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,2.15e-13,0,0.0,0.0,,,,,,,,,Neutral
the rights of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,1.81e-13,0,0.0,0.0,,,,,,,,,Neutral
the s,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,2.4e-13,0,0.0,0.0,,,,,,,,,Neutral
the state,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,5.7e-13,0,0.0,0.0,,,,,,,,,Neutral
the survival of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,3.86e-13,0,0.0,0.0,,,,,,,,,Neutral
the top,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,3.46e-13,0,0.0,0.0,,,,,,,,,Neutral
the virus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,3.25e-13,0,0.0,0.0,,,,,,,,,Neutral
the war,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,2.97e-13,0,0.0,0.0,,,,,,,,,Neutral
the women,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961,2.1e-13,0,0.0,0.0,,,,,,,,,Neutral
the world,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,1.55e-12,0,0.0,0.0,,,,,,,,,Neutral
the worlds,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,3.16e-13,0,0.0,0.0,,,,,,,,,Neutral
they were,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,3.17e-13,0,0.0,0.0,,,,,,,,,Neutral
things,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,3.57e-13,0,0.0,0.0,,,,,,,,,Neutral
think,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,2.88e-12,0,0.0,0.0,,,,,,,,,Neutral
this story,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,7.82e-12,0,0.0,0.0,,,,,,,,,Neutral
though,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,2.4e-13,0,0.0,0.0,,,,,,,,,Neutral
three,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,2.06e-13,0,0.0,0.0,,,,,,,,,Neutral
ties,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,2.01e-13,0,0.0,0.0,,,,,,,,,Neutral
time,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,1.01e-12,0,0.0,0.0,,,,,,,,,Neutral
to China,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,3.28e-13,0,0.0,0.0,,,,,,,,,Neutral
to Hong Kong,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,2.54e-13,0,0.0,0.0,,,,,,,,,Neutral
to any,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,5.13e-13,0,0.0,0.0,,,,,,,,,Neutral
to be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,1.14e-12,0,0.0,0.0,,,,,,,,,Neutral
to confirm,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,8.12e-13,0,0.0,0.0,,,,,,,,,Neutral
to know,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,3.94e-13,0,0.0,0.0,,,,,,,,,Neutral
to our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774,5.27e-13,0,0.0,0.0,,,,,,,,,Neutral
to receive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,4.51e-12,0,0.0,0.0,,,,,,,,,Neutral
to receive the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,5.06e-13,0,0.0,0.0,,,,,,,,,Neutral
to the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,2.33e-12,0,0.0,0.0,,,,,,,,,Neutral
to the US,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,6.64e-13,0,0.0,0.0,,,,,,,,,Neutral
to the United,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,5.17e-13,0,0.0,0.0,,,,,,,,,Neutral
to the survival,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,4.67e-13,0,0.0,0.0,,,,,,,,,Neutral
to this report,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951,2.19e-13,0,0.0,0.0,,,,,,,,,Neutral
to watch,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882,2.88e-13,0,0.0,0.0,,,,,,,,,Neutral
to your,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,2.7e-13,0,0.0,0.0,,,,,,,,,Neutral
to your inbox,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,2.45e-13,0,0.0,0.0,,,,,,,,,Neutral
today,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,6.56e-13,0,0.0,0.0,,,,,,,,,Neutral
took,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,2.21e-13,0,0.0,0.0,,,,,,,,,Neutral
top,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,1.28e-12,0,0.0,0.0,,,,,,,,,Neutral
torture,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,9.11e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
torture and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,3.04e-13,0,0.0,0.0,,,,,,,,,Neutral
torture of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,2.43e-12,0,0.0,0.0,,,,,,,,,Neutral
toward,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,3.43e-13,0,0.0,0.0,,,,,,,,,Neutral
toward Hong Kong,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,1.93e-13,0,0.0,0.0,,,,,,,,,Neutral
towards,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,4.49e-13,0,0.0,0.0,,,,,,,,,Neutral
trade,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,2e-12,0,0.0,0.0,,,,,,,,,Neutral
trade talks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1.94e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
trafficking,332.0,39.0,24.0,1.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,3.0,4.0,9.0,10.0,4.0,10.0,22.0,9.0,0.0,1.0,1.0,5.0,0.0,33.0,1.0,15.0,3.0,0.0,1.0,0.0,1.0,8.0,3.0,32.0,3.0,5.0,13.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,5.0,1.0,3.0,27.0,0.0,32,3.71e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-32.0,Left
transcripts,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,3.76e-13,0,0.0,0.0,,,,,,,,,Neutral
transnational,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,2.14e-13,0,0.0,0.0,,,,,,,,,Neutral
treatment,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,2.64e-13,0,0.0,0.0,,,,,,,,,Neutral
trial,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,4.66e-13,0,0.0,0.0,,,,,,,,,Neutral
troops,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,2.14e-13,0,0.0,0.0,,,,,,,,,Neutral
two,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,8.98e-13,0,0.0,0.0,,,,,,,,,Neutral
unrest,1121.0,137.0,1.0,0.0,10.0,4.0,1.0,29.0,36.0,6.0,2.0,5.0,8.0,249.0,13.0,2.0,12.0,11.0,1.0,0.0,25.0,28.0,9.0,4.0,34.0,13.0,107.0,0.0,4.0,3.0,9.0,15.0,6.0,7.0,18.0,15.0,20.0,9.0,9.0,4.0,1.0,3.0,24.0,1.0,14.0,16.0,7.0,2.0,5.0,9.0,14.0,12.0,0.0,8.0,20.0,100.0,0.0,28,4.22e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-458.0,Left
unsupported,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,1.39e-12,0,0.0,0.0,,,,,,,,,Neutral
up as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,1.87e-13,0,0.0,0.0,,,,,,,,,Neutral
up to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,2.8e-13,0,0.0,0.0,,,,,,,,,Neutral
updated,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,1.79e-13,0,0.0,0.0,,,,,,,,,Neutral
us at,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,2.38e-13,0,0.0,0.0,,,,,,,,,Neutral
use,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,4.59e-13,0,0.0,0.0,,,,,,,,,Neutral
use and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,2.99e-13,0,0.0,0.0,,,,,,,,,Neutral
used,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,1.37e-12,0,0.0,0.0,,,,,,,,,Neutral
used to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,2.16e-13,0,0.0,0.0,,,,,,,,,Neutral
users,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,3.69e-13,0,0.0,0.0,,,,,,,,,Neutral
using,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,3.46e-13,0,0.0,0.0,,,,,,,,,Neutral
valid,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,8.25e-13,0,0.0,0.0,,,,,,,,,Neutral
values,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,2.22e-13,0,0.0,0.0,,,,,,,,,Neutral
various,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,6.6e-13,0,0.0,0.0,,,,,,,,,Neutral
vary,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,3.1e-13,0,0.0,0.0,,,,,,,,,Neutral
victims,1244.0,179.0,9.0,4.0,15.0,2.0,0.0,11.0,44.0,2.0,10.0,5.0,4.0,62.0,92.0,29.0,48.0,37.0,8.0,3.0,17.0,16.0,2.0,1.0,46.0,37.0,132.0,5.0,0.0,14.0,18.0,5.0,34.0,13.0,38.0,12.0,31.0,11.0,12.0,7.0,1.0,0.0,17.0,3.0,2.0,7.0,4.0,10.0,5.0,7.0,8.0,13.0,13.0,7.0,11.0,106.0,0.0,45,1.95e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-393.0,Left
video,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,2.49e-13,0,0.0,0.0,,,,,,,,,Neutral
villagers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,3.59e-13,0,0.0,0.0,,,,,,,,,Neutral
violations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,3.15e-12,1,0.0,0.0,,,,,,,,,Neutral
violence,3680.0,445.0,26.0,33.0,57.0,8.0,3.0,84.0,120.0,2.0,39.0,43.0,26.0,193.0,232.0,55.0,192.0,166.0,13.0,4.0,18.0,30.0,15.0,6.0,136.0,64.0,415.0,14.0,11.0,51.0,31.0,25.0,85.0,27.0,74.0,16.0,79.0,34.0,20.0,14.0,18.0,10.0,76.0,2.0,7.0,33.0,20.0,45.0,12.0,12.0,67.0,44.0,6.0,10.0,85.0,288.0,0.0,10,1.31e-12,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1269.0,Left
violent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,7.19e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
virus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,8.59e-13,0,0.0,0.0,,,,,,,,,Neutral
visa,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,4.29e-13,0,0.0,0.0,,,,,,,,,Neutral
visa restrictions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,4.85e-13,1,0.0,0.0,,,,,,,,,Neutral
visit,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,2.82e-13,0,0.0,0.0,,,,,,,,,Neutral
voice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,7.84e-13,0,0.0,0.0,,,,,,,,,Neutral
vote,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,2.78e-13,0,0.0,0.0,,,,,,,,,Neutral
want,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,6.58e-13,0,0.0,0.0,,,,,,,,,Neutral
war,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,5.3e-11,1,0.0,0.0,,,,,,,,,Neutral
war crimes,858.0,131.0,4.0,12.0,9.0,0.0,0.0,11.0,18.0,1.0,5.0,22.0,1.0,36.0,128.0,38.0,10.0,30.0,11.0,1.0,3.0,2.0,0.0,0.0,14.0,31.0,89.0,0.0,2.0,2.0,2.0,10.0,24.0,3.0,11.0,10.0,21.0,5.0,6.0,2.0,1.0,0.0,5.0,0.0,0.0,22.0,1.0,7.0,6.0,2.0,13.0,12.0,13.0,0.0,13.0,44.0,1.0,24,4.81e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-291.0,Left
war criminals,70.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,1.0,2.0,0.0,41,2.43e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-16.0,Left
warned,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,2.61e-13,0,0.0,0.0,,,,,,,,,Neutral
watch,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,2.47e-13,0,0.0,0.0,,,,,,,,,Neutral
way,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,3.7e-13,0,0.0,0.0,,,,,,,,,Neutral
week,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,1.09e-12,0,0.0,0.0,,,,,,,,,Neutral
well,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,4.5e-13,0,0.0,0.0,,,,,,,,,Neutral
western,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,2.55e-13,0,0.0,0.0,,,,,,,,,Neutral
western China,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,2.7e-13,0,0.0,0.0,,,,,,,,,Neutral
wife,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,2.24e-13,0,0.0,0.0,,,,,,,,,Neutral
wing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,1.13e-12,0,0.0,0.0,,,,,,,,,Neutral
wish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,5.45e-13,0,0.0,0.0,,,,,,,,,Neutral
wish to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,8.11e-13,0,0.0,0.0,,,,,,,,,Neutral
with China,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,4.53e-13,0,0.0,0.0,,,,,,,,,Neutral
with a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,5.97e-13,0,0.0,0.0,,,,,,,,,Neutral
with foreign,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962,2.09e-13,0,0.0,0.0,,,,,,,,,Neutral
with pro,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,2.51e-13,0,0.0,0.0,,,,,,,,,Neutral
with pro democracy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,2.32e-13,0,0.0,0.0,,,,,,,,,Neutral
with the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,1.09e-12,0,0.0,0.0,,,,,,,,,Neutral
within,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,6.34e-13,0,0.0,0.0,,,,,,,,,Neutral
without,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,4.61e-13,0,0.0,0.0,,,,,,,,,Neutral
woman,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,1.9e-13,0,0.0,0.0,,,,,,,,,Neutral
women,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,7.29e-12,1,0.0,0.0,,,,,,,,,Neutral
women and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,1.85e-13,0,0.0,0.0,,,,,,,,,Neutral
womens rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,6.18e-13,1,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,Neutral
work,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,4.73e-13,0,0.0,0.0,,,,,,,,,Neutral
would be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,5.65e-13,0,0.0,0.0,,,,,,,,,Neutral
year,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,4.46e-12,0,0.0,0.0,,,,,,,,,Neutral
years,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,9.52e-13,0,0.0,0.0,,,,,,,,,Neutral
you are,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,7.37e-13,0,0.0,0.0,,,,,,,,,Neutral
you do,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,7.97e-13,0,0.0,0.0,,,,,,,,,Neutral
you dont,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,9.62e-13,0,0.0,0.0,,,,,,,,,Neutral
you know,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,1.43e-12,0,0.0,0.0,,,,,,,,,Neutral
you need to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,7.01e-13,0,0.0,0.0,,,,,,,,,Neutral
young,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,1.92e-13,0,0.0,0.0,,,,,,,,,Neutral
your inbox,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,1.87e-12,0,0.0,0.0,,,,,,,,,Neutral
your voice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,7.8e-13,0,0.0,0.0,,,,,,,,,Neutral
